id,name,released,rating,metacritic,playtime,platforms,genres,stores,tags,esrb_rating
663,Vanquish,2010-10-18,4.01,79,4,"{PC,""PlayStation 3"",""Xbox One"",""Xbox 360""}","{Action,Shooter,Adventure,Indie}","{""PlayStation Store"",""Xbox Store"",Steam,""Xbox 360 Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",steam-trading-cards,""Great Soundtrack"",""Story Rich"",2D,""Third Person"",Sci-fi,Fantasy,Classic,""Third-Person Shooter"",Retro,""Hack and Slash"",Futuristic,Fast-Paced,combat,Medieval,Magic,Linear,Cartoon,Mythology,Mechs,""Character Action Game"",""Bullet Time"",""Action Roguelike""}",Mature
664,"Oddworld: New 'n' Tasty",2014-07-21,3.52,87,4,"{""Xbox One"",""Wii U"",""PS Vita"",""PlayStation 3"",""PlayStation 4"",""Nintendo Switch"",PC,macOS,Linux,Android,iOS}","{Action,Adventure,Indie,Platformer}","{""PlayStation Store"",""Xbox Store"",Steam,GOG,""Nintendo Store"",""App Store"",""Google Play"",""Epic Games""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,2D,Sci-fi,Funny,""Steam Leaderboards"",Difficult,Classic,Comedy,Stealth,""controller support"",""Side Scroller"",Remake,""3D Vision"",Puzzle-Platformer,2.5D,""Cult Classic""}",Teen
678,GameGuru,2015-05-18,1.89,,1,{PC},{Educational},{Steam},"{Singleplayer,Multiplayer,FPS,Zombies,""Includes level editor"",Crafting,VR,Education,GameMaker,Utilities,""Design & Illustration"",""Animation & Modeling"",Software,""Game Development"",""Software Training""}",
666,Vampire: The Masquerade - Bloodlines,2004-11-14,4.38,80,2,{PC},"{Action,RPG}","{Steam,GOG}","{Singleplayer,Atmospheric,""Great Soundtrack"",RPG,""Story Rich"",First-Person,""Third Person"",Horror,FPS,Classic,""Female Protagonist"",Stealth,""Action RPG"",Dark,""Cult Classic"",Supernatural,Gothic,""cloud saves"",Vampire}",Adults Only
667,Serious Sam HD: The Second Encounter,2010-04-27,3.9,76,4,"{""Xbox 360"",PC}","{Action,Shooter,Indie}","{""Xbox 360 Store"",Steam}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",""Great Soundtrack"",Co-op,First-Person,Sci-fi,FPS,""Online Co-Op"",Funny,Gore,""Steam Leaderboards"",Classic,Comedy,""Steam Workshop"",""Includes level editor"",Colorful,Aliens,Remake,""Cult Classic"",""Arena Shooter""}",Mature
668,Kane & Lynch 2: Dog Days,2010-08-16,3.25,66,2,"{PC,""Xbox 360"",""PlayStation 3""}","{Action,Shooter}","{""Xbox 360 Store"",""PlayStation Store"",Steam}","{Singleplayer,""Steam Achievements"",Multiplayer,Atmospheric,Co-op,""Story Rich"",""Open World"",cooperative,""Third Person"",FPS,""Steam Leaderboards"",Violent,""Local Co-Op"",""Third-Person Shooter"",Nudity,Short,Mature,Crime,Heist}",Adults Only
669,Besiege,2015-01-27,3.81,,2,"{PC,macOS,Linux}","{Strategy,Simulation,Indie}","{Steam,GOG}","{Singleplayer,""Open World"",""Third Person"",Funny,Gore,Difficult,Sandbox,""Steam Workshop"",""Early Access"",Physics,Medieval,Building,overlay,Blood,Destruction,""in development""}",
670,Far Cry,2004-03-21,3.9,89,1,"{""PlayStation 3"",""PlayStation 2"",Wii,PC,Xbox,""Xbox 360""}","{Action,Shooter}","{""PlayStation Store"",""Xbox Store"",Steam,GOG,""Xbox 360 Store""}","{Singleplayer,Multiplayer,Atmospheric,""Great Soundtrack"",""Story Rich"",""Open World"",cooperative,First-Person,Sci-fi,Horror,FPS,Difficult,Classic,Sandbox,Survival,Stealth,overlay}",Mature
671,LEGO Harry Potter: Years 1-4,2010-06-02,3.81,79,3,"{Wii,""Nintendo DS"",PSP,""PlayStation 3"",""PS Vita"",PC,""Xbox 360"",macOS,Android}","{Action,Adventure,Family,Platformer}","{Steam,""Xbox 360 Store"",GOG,""PlayStation Store"",""Nintendo Store"",""Google Play"",""App Store""}","{Singleplayer,""Full controller support"",Co-op,""Open World"",cooperative,Fantasy,Funny,Comedy,""Split Screen"",""Local Co-Op"",""controller support"",""Family Friendly"",Magic,LEGO}",Everyone 10+
672,Counter-Strike Nexon: Zombies,2014-09-22,2.14,,1,{PC},"{Action,Casual,""Massively Multiplayer""}",{Steam},"{Singleplayer,""Steam Achievements"",Multiplayer,steam-trading-cards,Co-op,cooperative,First-Person,Horror,FPS,""Online Co-Op"",Gore,Classic,""Free to Play"",PvP,Zombies,""In-App Purchases"",""Captions available"",mmo,PvE,Mod}",
673,Dungeon Siege 3,2011-05-30,3.11,72,2,"{PC,""PlayStation 3"",""Xbox 360""}","{Action,RPG}","{Steam,""Xbox 360 Store"",""PlayStation Store""}","{Fantasy,Magic,character,murder,click,dungeon}",
674,Crysis 3,2013-02-18,3.69,76,2,"{""Xbox One"",""Xbox 360"",PC,""PlayStation 3""}","{Action,Shooter,Adventure,Strategy}","{Steam,""PlayStation Store"",""Xbox Store"",""Xbox 360 Store""}","{Singleplayer,Multiplayer,""Full controller support"",""Story Rich"",""Open World"",First-Person,Sci-fi,FPS,Gore,Sandbox,Violent,Stealth,PvP,Story,""Online PvP"",city,race,Benchmark,Solo,alien,fast,demo,jungle,meme}",Mature
675,Portal Stories: Mel,2015-06-24,4.03,,2,"{macOS,PC,Linux}",{Puzzle},{Steam},"{Singleplayer,puzzles,Science,Mod,fire,water}",
676,Steel Rats,2018-11-05,2.64,66,2,"{""Xbox One"",PC,""PlayStation 4""}","{Action,Simulation,Racing,Platformer}","{itch.io,""Epic Games"",""PlayStation Store"",Steam,GOG,""Xbox Store""}","{Singleplayer,""Steam Achievements"",""Partial Controller Support"",""Steam Leaderboards"",Dark,""Side Scroller"",Metroidvania,Robots,""Shoot 'Em Up"",""Unreal Engine""}",
677,My Time At Portia,2019-01-13,3.52,73,5,"{""Xbox One"",iOS,PC,""Nintendo Switch"",""PlayStation 4""}","{RPG,Simulation,Casual}","{""PlayStation Store"",Steam,GOG,""Epic Games"",""Nintendo Store"",""Xbox Store"",""App Store""}","{Singleplayer,RPG,""Open World"",""Partial Controller Support"",role-playing,Crafting}",Everyone 10+
680,"Teenage Mutant Ninja Turtles: Shredder's Revenge",2022-06-15,4.08,86,3,"{""PlayStation 5"",Android,Linux,PC,""PlayStation 4"",""Nintendo Switch"",iOS,""Xbox One"",""Xbox Series S/X""}","{Action,Adventure,Arcade,Casual,Fighting,Indie}","{""PlayStation Store"",Steam,""Nintendo Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",Atmospheric,Co-op,2D,""Online Co-Op"",Comedy,""Split Screen"",""Pixel Graphics"",Action-Adventure,""Family Friendly"",""Side Scroller"",Colorful,""Beat 'em up"",""Steam Trading Cards"",""Comic Book"",Cartoon,Ninja,""Remote Play Together"",""Shared/Split Screen Co-op"",""Co-op Campaign"",""Martial Arts""}",Everyone 10+
681,The Bridge,2013-02-21,3.27,74,3,"{""Nintendo Switch"",""Xbox One"",""Xbox 360"",""PS Vita"",""PlayStation 4"",""PlayStation 3"",""Wii U"",macOS,PC,Linux}","{Strategy,Casual,Indie,Puzzle}","{""PlayStation Store"",""Epic Games"",Steam,""Xbox 360 Store"",""Nintendo Store"",""Xbox Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,2D,Difficult,Physics,Surreal,puzzles,Hand-drawn}",
682,Thief II: The Metal Age,2000-02-28,4.11,87,1,{PC},"{Action,Simulation}","{Steam,GOG}","{Singleplayer,Atmospheric,""Story Rich"",First-Person,Horror,FPS,Fantasy,Classic,Stealth,Dark,""Dark Fantasy"",Medieval,Steampunk,""Cult Classic"",""Immersive Sim""}",
683,STAR WARS Empire at War - Gold Pack,2010-05-24,3.79,,2,{PC},{Strategy},"{Steam,GOG}","{Singleplayer,Multiplayer,""Steam Cloud"",Atmospheric,""Great Soundtrack"",Co-op,cooperative,Sci-fi,Classic,Tactical,Space,Moddable,War,RTS,""Grand Strategy"",4X,""Star Wars"",Mod}",Teen
684,Wasteland 3,2020-08-27,4.06,83,6,"{""Xbox One"",macOS,PC,Linux,""PlayStation 4""}","{RPG,Strategy}","{GOG,""PlayStation Store"",Steam,""Xbox Store""}","{Singleplayer,""Full controller support"",RPG,Co-op,Gore,Exploration,Violent,Tactical,role-playing,War,Turn-Based,Isometric,combat,""Sexual Content"",Story,battle,CRPG,children}",Teen
685,Raft,2022-01-19,3.9,,8,{PC},{Adventure},{Steam},"{Singleplayer,Multiplayer,cooperative,""Online Co-Op"",Survival,""Online multiplayer"",""Early Access""}",
686,Lucius,2012-10-24,3.12,59,4,{PC},"{Action,Adventure,Indie}","{GOG,Steam}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Story Rich"",""Open World"",""Third Person"",Horror,Funny,Gore,Difficult,Stealth,Dark,""Point & Click"",Nudity,Mature,""Villain Protagonist""}",Adults Only
687,Fishing Planet,2015-08-10,2.63,,1,"{iOS,""PlayStation 4"",Linux,macOS,PC}","{Simulation,Sports,""Massively Multiplayer""}","{""App Store"",""PlayStation Store"",Steam}","{Singleplayer,Multiplayer,""Full controller support"",Co-op,""Open World"",cooperative,First-Person,FPS,""Online Co-Op"",""Free to Play"",""Online multiplayer"",""Early Access"",""Cross-Platform Multiplayer"",Nudity,""Family Friendly"",Realistic,mmo,Relaxing,MMORPG,Fishing}",
688,Serious Sam Classics: Revolution,2014-04-29,3.52,,1,{PC},"{Action,Indie}",{Steam},"{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",Co-op,cooperative,First-Person,Sci-fi,""Partial Controller Support"",FPS,Gore,""Steam Leaderboards"",Difficult,Classic,Comedy,""Split Screen"",stats,""Steam Workshop"",""Early Access"",""Includes level editor"",exclusive,""true exclusive""}",
689,DuckTales: Remastered,2013-08-12,3.77,73,3,"{""PlayStation 3"",""Xbox 360"",""Wii U"",iOS,Android,""Xbox One"",PC}","{Adventure,Platformer}","{""App Store"",""PlayStation Store"",Steam,""Nintendo Store"",""Google Play""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",steam-trading-cards,""Great Soundtrack"",2D,Horror,""Steam Leaderboards"",Difficult,Exploration,Classic,Retro,""Family Friendly"",Short,Remake,Cartoon}",Everyone
690,Wizard of Legend,2018-05-14,3.52,77,3,"{""Xbox One"",PC,macOS,Linux,""Nintendo Switch"",""PlayStation 4""}","{Action,Adventure,Indie}","{""PlayStation Store"",Steam,GOG,""Xbox Store"",""Nintendo Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",cooperative,2D,""Split Screen"",""Local Co-Op"",""Pixel Graphics"",Roguelike,Magic,""Dungeon Crawler"",""Procedural Generation""}",Everyone 10+
691,The Crew,2014-11-30,3.31,71,16,"{""PlayStation 4"",""Xbox One"",PC,""Xbox 360""}","{Adventure,Racing,""Massively Multiplayer""}","{""Xbox Store"",""PlayStation Store"",Steam,""Xbox 360 Store""}","{Singleplayer,Multiplayer,Atmospheric,""Great Soundtrack"",RPG,Co-op,""Open World"",cooperative,First-Person,""Partial Controller Support"",""Online Co-Op"",Sandbox,""Family Friendly"",Team-Based,mmo,Driving,America,Offroad}",Teen
692,Crash Bandicoot 2: Cortex Strikes Back,1997-10-31,4.26,,0,{PlayStation},{Platformer},"{""PlayStation Store""}","{Singleplayer,exclusive,platformers}",
693,Tacoma,2017-07-31,3.68,78,4,"{""PlayStation 4"",""Xbox One"",macOS,PC,Linux}","{Adventure,Indie}","{""PlayStation Store"",Steam,GOG,""Xbox Store"",""Epic Games""}","{Singleplayer,""Steam Achievements"",""Full controller support"",Horror,""Walking Simulator"",LGBTQ+}",Mature
694,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,2016-02-03,4.02,80,8,"{PC,""Xbox One"",""PlayStation 4""}","{Action,Fighting}","{""PlayStation Store"",""Xbox Store"",Steam}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",Atmospheric,""Great Soundtrack"",Co-op,""Story Rich"",""Open World"",cooperative,""Third Person"",""Online Co-Op"",Fantasy,""Steam Leaderboards"",""Local Co-Op"",""Local Multiplayer"",Anime,Memes,""Beat 'em up"",Heist,Ninja}",Teen
695,Crysis 2,2011-03-21,3.84,85,13,"{""Xbox 360"",""PlayStation 3"",PC}","{Action,Shooter}","{""PlayStation Store"",""Xbox 360 Store""}","{Multiplayer,battle,race,environment,square,c}",Mature
696,Sunless Sea,2015-02-04,3.7,81,3,"{Linux,iOS,PC,macOS}","{Adventure,RPG,Indie}","{""App Store"",Steam,GOG,""Epic Games""}","{Singleplayer,""Steam Achievements"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",RPG,""Story Rich"",""Open World"",2D,Horror,Exploration,Sandbox,Survival,Dark,Roguelike,overlay,Roguelite,Steampunk,Kickstarter,Gothic,Lovecraftian}",Teen
697,Hearts of Iron IV,2016-06-05,4.09,83,7,"{macOS,PC,Linux}","{Strategy,Simulation}",{Steam},"{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",steam-trading-cards,""Great Soundtrack"",Co-op,""Open World"",cooperative,Sandbox,Tactical,""Steam Workshop"",""Cross-Platform Multiplayer"",War,Historical,RTS,Military,""World War II"",""Real-Time with Pause"",""Alternate History"",""Grand Strategy"",Diplomacy}",
698,Oxygen Not Included,2017-05-17,4.16,86,7,"{PC,macOS,Linux}","{Strategy,Simulation,Indie}","{Steam,""Epic Games""}","{Singleplayer,""Open World"",2D,Sci-fi,Funny,Difficult,Exploration,Sandbox,Survival,""Early Access"",Space,Building,Management,""Base Building"",""Resource Management"",""Space Sim""}",
699,Worms Revolution,2012-10-08,3.57,73,4,"{PC,""PlayStation 3"",""Xbox 360""}","{Strategy,Simulation}","{Steam,""PlayStation Store"",""Xbox 360 Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",steam-trading-cards,Co-op,cooperative,2D,""Partial Controller Support"",Funny,""Steam Leaderboards"",Classic,Comedy,""Split Screen"",""Local Co-Op"",Tactical,""Local Multiplayer"",Turn-Based,""Family Friendly"",""Side Scroller"",Physics,Team-Based,""Turn-Based Strategy"",2.5D,""4 Player Local""}",
700,Spiritfarer,2020-08-17,4.14,84,5,"{""Xbox One"",PC,macOS,Linux,""Nintendo Switch"",""PlayStation 4""}","{Adventure,Simulation,Indie}","{GOG,""PlayStation Store"",""Nintendo Store"",""Xbox Store"",Steam}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",""Local Co-Op""}",Teen
701,Fable II,2008-10-20,4.14,89,27,"{""Xbox 360"",""Xbox One""}","{Action,Adventure,RPG}","{""Xbox Store"",""Xbox 360 Store""}","{Singleplayer,Atmospheric,RPG,Fantasy,Exploration,Action-Adventure,exclusive,""Dark Fantasy"",""3rd-Person Perspective"",""Role Playing Game""}",Mature
702,Operation Flashpoint: Dragon Rising,2009-10-05,2.77,76,1,"{""Xbox One"",PC,""PlayStation 3"",""Xbox 360""}","{Action,Shooter}","{""Xbox Store"",""Xbox 360 Store"",""PlayStation Store"",Steam}","{Singleplayer,Multiplayer,Co-op,""Open World"",cooperative,First-Person,""Partial Controller Support"",FPS,Tactical,War,Realistic,combat,Military,""Walking Simulator"",Epic,survive}",
703,Trine 3: The Artifacts of Power,2015-04-19,3.6,,5,"{""Nintendo Switch"",""PlayStation 4"",macOS,PC,Linux}","{Action,Adventure,Indie}","{""Nintendo Store"",""PlayStation Store"",Steam,GOG}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",RPG,Co-op,cooperative,Fantasy,""Split Screen"",""Local Co-Op"",Controller,""Local Multiplayer"",""Steam Workshop"",""Includes level editor"",""controller support"",Short,Physics,""3D Vision"",achievements,""3D Platformer""}",
704,Mirage: Arcane Warfare,2017-05-22,2.19,74,3,{PC},"{Action,Indie}",{Steam},"{Multiplayer,steam-trading-cards,""Great Soundtrack"",First-Person,""Third Person"",""Partial Controller Support"",FPS,Fantasy,Gore,Violent,""Online multiplayer"",PvP,Magic}",
705,Kentucky Route Zero,2020-01-27,3.98,81,2,"{iOS,""Nintendo Switch"",""PlayStation 4"",PC,macOS,Linux}","{Adventure,Indie}","{""App Store"",Steam,GOG,itch.io}","{Singleplayer,""Full controller support"",Atmospheric,""Great Soundtrack"",""Story Rich"",2D,Horror,Exploration,""Point & Click"",Mystery,Surreal,Kickstarter,Episodic,""Interactive Fiction"",Einzelspieler,artsy}",Teen
706,Darkwood,2017-08-16,3.78,78,2,"{""Xbox One"",""Nintendo Switch"",""PlayStation 4"",PC,macOS,Linux}","{Action,Adventure,RPG,Indie}","{""Epic Games"",""PlayStation Store"",Steam,GOG,""Xbox Store"",""Nintendo Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,RPG,""Open World"",2D,""Partial Controller Support"",Horror,Gore,Exploration,Survival,Dark,""Early Access"",role-playing,Nudity,""Survival Horror"",Crafting,Roguelike,Building,Top-Down,Lovecraftian,Other,""Inventory Management""}",Mature
707,Far Cry New Dawn,2019-02-14,3.36,73,11,"{""PlayStation 4"",PC,""Xbox One""}","{Action,Shooter,Adventure,Arcade}","{Steam,""PlayStation Store"",""Xbox Store""}","{Singleplayer,Atmospheric,Co-op,""Open World"",cooperative,First-Person,""Partial Controller Support"",Horror,FPS,""Online Co-Op"",Funny,Exploration,Survival,Stealth,Action-Adventure,Post-apocalyptic,""Character Customization"",America,microtransactions}",Mature
708,Sang-Froid - Tales of Werewolves,2013-04-04,2.22,79,2,{PC},"{Action,Adventure,RPG,Strategy,Indie}","{Steam,GOG}","{Singleplayer,""Steam Achievements"",Atmospheric,steam-trading-cards,""Great Soundtrack"",RPG,""Third Person"",""Free to Play"",""Tower Defense"",Werewolves}",
709,Star Wars: Squadrons,2020-10-01,3.19,79,3,"{""Xbox One"",""PlayStation 4"",PC}","{Action,Simulation}","{Steam,""Xbox Store"",""Epic Games"",""PlayStation Store""}","{Singleplayer,Multiplayer,""Full controller support"",Co-op,cooperative,First-Person,Sci-fi,""Online Co-Op"",PvP,Space,""Captions available"",VR,""Online PvP"",Flight,""Star Wars""}",Teen
710,Shadowrun: Hong Kong - Extended Edition,2015-08-19,3.81,81,5,"{Linux,macOS,PC}","{Adventure,RPG,Strategy,Indie}","{GOG,Steam,""Epic Games""}","{Singleplayer,Atmospheric,""Great Soundtrack"",RPG,""Story Rich"",Sci-fi,Fantasy,""Female Protagonist"",Tactical,""Includes level editor"",Turn-Based,Isometric,Cyberpunk,Kickstarter,""Turn-Based Combat"",""Turn-Based Tactics"",CRPG}",
712,STAR WARS: The Force Unleashed II,2010-10-24,3.65,59,3,"{""PlayStation 3"",""Xbox One"",""Nintendo DS"",""Xbox 360"",PC,Wii}","{Action,Adventure}","{""PlayStation Store"",Steam,""Xbox Store"",""Xbox 360 Store"",GOG,""Nintendo Store""}","{Singleplayer,""Steam Cloud"",""Story Rich"",""Third Person"",Sci-fi,""Partial Controller Support"",Fantasy,Controller,""Hack and Slash"",Short,""Star Wars""}",Teen
714,Orcs Must Die!,2011-10-04,3.7,83,3,"{""Xbox 360"",PC}","{Action,Strategy,Indie}","{Steam,""Xbox 360 Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",""Great Soundtrack"",RPG,Co-op,""Third Person"",""Partial Controller Support"",Fantasy,Funny,""Steam Leaderboards"",Comedy,""Third-Person Shooter"",stats,Magic,Cartoony,""Tower Defense"",""Score Attack""}",Teen
715,Project Zomboid,2013-11-07,3.89,,5,"{Linux,PC,macOS}","{RPG,Indie}","{Steam,GOG}","{Singleplayer,Multiplayer,steam-trading-cards,RPG,Co-op,""Open World"",cooperative,2D,""Partial Controller Support"",Sandbox,Survival,""Split Screen"",""Early Access"",""Cross-Platform Multiplayer"",Zombies,Post-apocalyptic,""controller support"",""Survival Horror"",Crafting,Realistic,Isometric,Building,""Real-Time with Pause"",""in development""}",
717,Gothic 3,2006-10-11,3.7,63,1,{PC},"{Action,Adventure,RPG}","{Steam,GOG}","{Singleplayer,Atmospheric,""Great Soundtrack"",RPG,""Story Rich"",""Open World"",First-Person,""Third Person"",Fantasy,Classic,Sandbox,""Action RPG"",role-playing,""Replay Value"",Medieval,Magic,Gothic}",Mature
718,"Tom Clancy's Splinter Cell: Conviction",2010-04-12,3.83,83,5,"{""PlayStation 3"",""Xbox One"",Android,PC,macOS,""Xbox 360""}","{Action,Adventure}","{""Xbox Store"",Steam,""Xbox 360 Store""}","{Singleplayer,Multiplayer,Co-op,cooperative,""Partial Controller Support"",Stealth}",Mature
719,Aegis Defenders,2018-02-06,2.56,76,1,"{""PlayStation 4"",""Nintendo Switch"",macOS,PC}","{Action,Adventure,RPG,Strategy,Indie}","{GOG,Steam,""PlayStation Store"",""Nintendo Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",RPG,cooperative,""Split Screen"",""Local Co-Op"",role-playing,""Captions available""}",Everyone
720,Risen 2: Dark Waters,2012-04-22,3.41,69,4,"{PC,""PlayStation 3"",""Xbox 360""}","{Action,RPG}","{""PlayStation Store"",Steam,GOG,""Xbox 360 Store""}","{Singleplayer,""Steam Achievements"",Atmospheric,steam-trading-cards,""Great Soundtrack"",RPG,""Story Rich"",""Open World"",""Third Person"",""Partial Controller Support"",Fantasy,Exploration,Sandbox,""Action RPG"",stats,""controller support"",""Dark Fantasy"",Gothic,Pirates}",Mature
