id,name,released,rating,metacritic,playtime,platforms,genres,stores,tags,esrb_rating
599,Grim Dawn,2016-02-24,3.97,83,8,"{""Xbox Series S/X"",PC,""Xbox One""}","{Action,RPG,Indie}","{GOG,Steam}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,RPG,Co-op,cooperative,Fantasy,""Action RPG"",Dark,Zombies,""Hack and Slash"",Post-apocalyptic,""Dark Fantasy"",Isometric,achievements,""Dungeon Crawler"",Loot,Kickstarter,Crowdfunded}",
600,Super Mario Odyssey,2017-10-26,4.44,97,0,"{""Nintendo Switch""}","{Arcade,Platformer}","{""Nintendo Store""}","{Singleplayer,""Local Multiplayer"",exclusive,""Family Friendly"",Cute,""true exclusive"",""3D Platformer"",""Cult Classic"",kids}",Everyone 10+
601,Plants vs. Zombies GOTY Edition,2010-08-09,4.32,87,5,"{""Nintendo DS"",""Nintendo DSi"",""Xbox 360"",""PlayStation 3"",""PlayStation 4"",""PS Vita"",Android,iOS,PC,macOS}",{Strategy},"{""Google Play"",""App Store"",""Xbox 360 Store"",Steam}","{Singleplayer,""Steam Achievements"",""Great Soundtrack"",2D,Funny,Classic,Survival,Comedy,Tactical,Zombies,Post-apocalyptic,""Family Friendly"",Cute,""Tower Defense"",Touch-Friendly}",Everyone 10+
602,Tropico 5,2014-05-21,3.63,75,5,"{""PlayStation 4"",PC,macOS,Linux,""Xbox 360""}","{RPG,Strategy,Simulation}","{""App Store"",""PlayStation Store"",Steam,GOG,""Xbox 360 Store"",""Epic Games""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",RPG,Co-op,""Open World"",cooperative,Funny,Sandbox,Comedy,""Steam Workshop"",""Cross-Platform Multiplayer"",""Includes level editor"",Historical,RTS,Management,achievements,Economy,""Resource Management"",""City Builder"",Politics}",Teen
603,Dishonored: Death of the Outsider,2017-09-13,4.05,83,9,"{""PlayStation 4"",""Xbox One"",PC}",{Action},"{""Epic Games"",""PlayStation Store"",GOG,Steam,""Xbox Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,""Story Rich"",""Open World"",First-Person,Gore,""Female Protagonist"",Violent,Stealth,Dark,Magic,Steampunk,Assassin,""Immersive Sim""}",Mature
604,Alpha Protocol,2010-04-07,3.55,72,2,"{PC,""PlayStation 3"",""Xbox 360""}","{Action,Shooter,RPG}","{GOG,Steam,""Xbox 360 Store""}","{Singleplayer,Atmospheric,RPG,""Story Rich"",""Third Person"",Stealth,""Action RPG"",""Third-Person Shooter"",""Character Customization"",""Choices Matter"",""Multiple Endings"",Romance,""Cult Classic"",Modern}",Mature
605,RiME,2017-05-24,3.67,78,4,"{""Xbox One"",""Nintendo Switch"",""PlayStation 4"",PC}","{Adventure,Puzzle}","{Steam,""PlayStation Store"",""Xbox Store"",GOG,""Nintendo Store"",""Epic Games""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,""Great Soundtrack"",""Open World"",Fantasy,Exploration,""controller support"",Colorful,Relaxing,puzzles,""3D Platformer"",""cloud saves""}",Everyone 10+
606,Overlord II,2009-06-21,3.76,79,2,"{""Xbox One"",""Xbox 360"",PC,macOS,Linux,""PlayStation 3""}","{Action,RPG}","{""Xbox Store"",Steam,""Xbox 360 Store"",GOG}","{Singleplayer,Multiplayer,Atmospheric,RPG,""Open World"",""Third Person"",Fantasy,Funny,Comedy,""Action RPG"",Action-Adventure,""Dark Fantasy"",RTS,Magic,""Dark Humor"",""Villain Protagonist""}",Teen
607,Superhot: Mind Control Delete,2020-07-14,3.86,79,2,"{Linux,macOS,PC,""Xbox One"",""PlayStation 4""}","{Action,Indie}","{""Epic Games"",GOG,""PlayStation Store"",""Xbox Store"",Steam}","{Singleplayer,""Early Access"",VR}",
608,Age of Empires II HD,2013-04-08,4.2,68,5,{PC},{Strategy},{Steam},"{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",steam-trading-cards,Co-op,cooperative,2D,""Steam Leaderboards"",Classic,Tactical,stats,""Steam Workshop"",""Includes level editor"",""Captions available"",""Replay Value"",Historical,Isometric,RTS,Medieval,Competitive,Remake,""Base Building"",""Resource Management"",""City Builder"",Real-Time}",
609,Elite Dangerous,2015-04-01,3.95,80,14,"{""Xbox One"",PC,macOS,""PlayStation 4""}","{Action,Adventure,RPG,Simulation,""Massively Multiplayer""}","{""PlayStation Store"",""Xbox Store"",Steam,""Epic Games""}","{Singleplayer,Multiplayer,RPG,Co-op,""Open World"",First-Person,Sci-fi,""Partial Controller Support"",""Online Co-Op"",Difficult,Exploration,Sandbox,Space,VR,mmo,Trading,""Space Sim"",TrackIR,ship-customization}",Teen
610,Need for Speed,2015-11-02,3.36,66,3,"{""PlayStation 4"",PC,""Xbox One""}","{Racing,Arcade}","{""PlayStation Store"",Steam,""Xbox Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",Co-op,""Open World"",cooperative,First-Person,""Third Person"",""Online Co-Op"",PvP,Top-Down,""Online PvP"",""Steam Trading Cards"",Driving,Destruction,Movie,""Combat Racing"",""street racing""}",Teen
611,The Surge,2017-05-14,3.21,72,4,"{PC,""PlayStation 4"",""Xbox One""}","{Action,RPG}","{GOG,Steam,""PlayStation Store"",""Xbox Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",steam-trading-cards,RPG,""Open World"",""Third Person"",Sci-fi,Horror,Gore,Difficult,Exploration,Violent,""Hack and Slash"",Cyberpunk,Robots,Souls-like,Mechs}",Mature
612,Shadow Warrior (2013),2013-09-24,3.64,73,4,"{PC,iOS,""Xbox One"",""PlayStation 4"",Linux,macOS}","{Action,Shooter}","{""PlayStation Store"",GOG,Steam,""Xbox Store"",""App Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",First-Person,2D,FPS,Funny,Gore,Classic,Comedy,""Hack and Slash"",War,""Captions available"",""Side Scroller"",Remake,""3D Vision"",""Dark Humor"",character,Demons,Ninja,Swordplay,animation,Shadows,vector,sprites,black,spriter}",
613,Nioh,2017-02-06,3.81,88,0,"{PC,""PlayStation 4""}","{Action,RPG}","{""PlayStation Store""}","{Atmospheric,RPG,""Action RPG"",JRPG}",Mature
614,"Tom Clancy's Ghost Recon Wildlands",2017-03-05,3.57,72,18,"{PC,""Xbox One"",""PlayStation 4""}","{Action,Shooter,""Massively Multiplayer""}","{Steam,""PlayStation Store"",""Xbox Store"",""Epic Games""}","{Singleplayer,Multiplayer,Atmospheric,steam-trading-cards,Co-op,""Open World"",cooperative,First-Person,""Third Person"",""Partial Controller Support"",FPS,""Online Co-Op"",Sandbox,Survival,Stealth,Tactical,""Third-Person Shooter"",PvP,Military}",Mature
615,Need for Speed Payback,2017-11-06,3.18,61,4,"{PC,""PlayStation 4"",""Xbox One""}","{Racing,Arcade}","{""PlayStation Store"",Steam,""Xbox Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,Atmospheric,Co-op,""Open World"",cooperative,First-Person,""Third Person"",""Online Co-Op"",Sandbox,Controller,PvP,Cinematic,""Online PvP"",Driving,Offroad,""Vehicular Combat"",""Combat Racing"",""street racing""}",Teen
616,Dungeons 2,2015-04-22,2.84,70,4,"{""PlayStation 4"",iOS,PC,macOS,Linux}","{RPG,Strategy,Simulation}","{""App Store"",""PlayStation Store"",Steam,GOG}","{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",steam-trading-cards,RPG,""Partial Controller Support"",Fantasy,Funny,Comedy,""Cross-Platform Multiplayer"",RTS,Competitive,Top-Down,Management,achievements,""Dungeon Crawler"",""Villain Protagonist""}",Teen
617,SpeedRunners,2016-04-18,3.74,84,4,"{""PlayStation 4"",PC,macOS,Linux,""Nintendo Switch"",""Xbox One""}","{Action,Sports,Racing,Casual,Indie}","{""Nintendo Store"",Steam,""PlayStation Store"",""Xbox Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",steam-trading-cards,Co-op,cooperative,2D,Funny,""Online multiplayer"",""Split Screen"",""Local Co-Op"",Controller,""Local Multiplayer"",stats,""Steam Workshop"",""Cross-Platform Multiplayer"",""Includes level editor"",Fast-Paced,Parkour,Competitive,""4 Player Local"",Superhero,party,""Level Editor"",""4 giocatori divano""}",Everyone 10+
618,Far Cry Primal,2016-02-22,3.58,74,9,"{""Xbox One"",PC,""PlayStation 4""}","{Action,Shooter}","{""Xbox Store"",Steam,""PlayStation Store"",""Epic Games""}","{Singleplayer,Atmospheric,steam-trading-cards,RPG,Co-op,""Open World"",cooperative,First-Person,""Partial Controller Support"",FPS,""Online Co-Op"",Exploration,Sandbox,Survival,Stealth,""Action RPG"",Mature,Crafting,Hunting}",Mature
619,"Hellblade: Senua's Sacrifice VR Edition",2018-07-30,3.6,87,1,{PC},"{Action,Adventure,Indie}",{Steam},"{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Violent,VR}",Adults Only
620,The Expendabros,2014-08-04,3.52,,1,"{macOS,PC}","{Action,Indie,Platformer}",{Steam},"{Singleplayer,Multiplayer,""Full controller support"",Co-op,""Open World"",cooperative,2D,Funny,Classic,Comedy,""Free to Play"",""Split Screen"",""Local Co-Op"",""Pixel Graphics"",Controller,""Local Multiplayer"",""Side Scroller"",America}",
622,Star Wars Jedi Knight II: Jedi Outcast,2002-02-28,4.19,89,1,"{""Nintendo Switch"",PC,macOS,""PlayStation 4"",""Classic Macintosh"",Xbox,GameCube}","{Action,Shooter,Adventure}","{""Nintendo Store"",""PlayStation Store"",""App Store"",Steam,GOG,""Xbox Store""}","{Singleplayer,Multiplayer,""Steam Cloud"",Atmospheric,""Great Soundtrack"",""Story Rich"",First-Person,""Third Person"",Sci-fi,""Partial Controller Support"",FPS,Classic,""Online multiplayer"",""Local Multiplayer"",""Third-Person Shooter"",Space,Moddable,combat,""Cult Classic"",Epic,Swordplay,""Star Wars"",galaxy,boss}",Teen
623,ArmA II,2009-06-17,3.18,77,1,{PC},"{Action,Strategy,Simulation}",{Steam},"{Singleplayer,Multiplayer,Co-op,""Open World"",cooperative,First-Person,""Third Person"",""Partial Controller Support"",FPS,Sandbox,Tactical,""Third-Person Shooter"",Zombies,""Includes level editor"",Moddable,War,""Captions available"",Realistic,Military,TrackIR}",Mature
624,Dark Messiah of Might and Magic,2006-10-23,4.3,72,2,"{""Xbox 360"",PC}","{Action,RPG}",{Steam},"{Singleplayer,Multiplayer,Atmospheric,RPG,""Story Rich"",First-Person,FPS,Fantasy,Gore,Classic,Stealth,""Action RPG"",""Hack and Slash"",""Dark Fantasy"",Medieval,""Valve Anti-Cheat enabled"",Magic,""Multiple Endings"",Swordplay}",Mature
625,Mass Effect: Legendary Edition,2021-05-13,4.58,88,15,"{""PlayStation 5"",""Xbox Series S/X"",""PlayStation 4"",PC,""Xbox One""}","{Action,Shooter,Adventure,RPG}","{""Xbox Store"",Steam,""PlayStation Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",Atmospheric,""Great Soundtrack"",RPG,""Story Rich"",Sci-fi,Classic,""Female Protagonist"",""Action RPG"",""Third-Person Shooter"",Space,Nudity,""Character Customization"",""Choices Matter"",combat,Military,""Sexual Content"",""Steam Trading Cards"",Протагонистка,""Tactical RPG"",""Remote Play on TV"",""ea play""}",Mature
626,Company of Heroes: Opposing Fronts,2007-09-23,3.42,87,1,{PC},"{Action,Strategy}",{Steam},"{Singleplayer,Multiplayer,""Steam Cloud"",cooperative,Tactical,War,RTS,Military,""Base Building"",""World War II"",Tanks}",
627,Ultimate Epic Battle Simulator,2017-04-11,2.65,,1,{PC},"{Action,Adventure,Strategy,Simulation,Indie}",{Steam},"{Singleplayer,Atmospheric,""Open World"",First-Person,""Third Person"",Fantasy,Funny,Gore,Sandbox,Survival,Comedy,Violent,""Early Access"",Zombies,War,Memes,Medieval}",
628,DOOM 3,2004-08-02,3.91,87,1,"{PC,""PlayStation 4"",""Xbox One"",Linux,macOS,""Nintendo Switch"",Xbox}","{Action,Shooter}","{GOG,""Epic Games"",""Nintendo Store"",""App Store"",Steam,""PlayStation Store"",""Xbox Store""}","{Singleplayer,Multiplayer,Atmospheric,Co-op,cooperative,First-Person,Sci-fi,Horror,FPS,Gore,Classic,Dark,Zombies,Moddable,""Survival Horror"",Futuristic,Demons,Mars}",Mature
629,Scribblenauts Unlimited,2012-11-12,3.62,75,4,"{PC,""Wii U"",""Nintendo 3DS"",Android,iOS}","{Adventure,Strategy,Casual,Puzzle}","{Steam,""Nintendo Store"",""Google Play"",""App Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",steam-trading-cards,""Open World"",2D,Fantasy,Funny,Sandbox,Comedy,""Steam Workshop"",Moddable,""Family Friendly"",""Replay Value"",Cute,puzzles,Education}",
630,Dirty Bomb,2015-05-31,2.71,63,2,{PC},"{Action,Shooter}",{Steam},"{Singleplayer,""Steam Achievements"",Multiplayer,steam-trading-cards,Co-op,""Open World"",cooperative,First-Person,FPS,Gore,""Female Protagonist"",""Free to Play"",Controller,PvP,Post-apocalyptic,Team-Based,Fast-Paced,Parkour,Competitive,Class-Based}",
631,Need For Speed: Hot Pursuit,2010-11-15,3.86,86,3,"{Android,""PlayStation 3"",""Xbox 360"",PC,iOS,""Nintendo Switch"",Wii}","{Racing,Arcade}","{""PlayStation Store"",Steam,""Xbox 360 Store"",""Google Play"",""App Store""}","{Singleplayer,Multiplayer,Atmospheric,""Great Soundtrack"",Co-op,""Open World"",cooperative,""Online Co-Op"",Funny,Controller,Remake,Driving}",Everyone 10+
632,Risk of Rain,2013-11-06,3.92,77,4,"{""PlayStation 4"",""PS Vita"",Linux,macOS,""Nintendo Switch"",""Xbox One"",PC}","{Action,Indie,Platformer}","{""Xbox Store"",""PlayStation Store"",Steam,GOG,""Nintendo Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,steam-trading-cards,""Great Soundtrack"",RPG,Co-op,cooperative,2D,Sci-fi,""Partial Controller Support"",""Online Co-Op"",Difficult,Survival,""Split Screen"",""Local Co-Op"",""Pixel Graphics"",""controller support"",""Replay Value"",""Side Scroller"",Roguelike,overlay,Roguelite,""Perma Death""}",Everyone 10+
633,Plague Inc: Evolved,2015-09-17,3.98,80,5,"{""Nintendo Switch"",Linux,macOS,PC,""PlayStation 4"",""Xbox One""}","{Strategy,Simulation,Casual,Indie}","{""Nintendo Store"",""PlayStation Store"",Steam,""Xbox Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",Atmospheric,steam-trading-cards,Co-op,cooperative,2D,""Partial Controller Support"",Horror,""Online Co-Op"",""Steam Leaderboards"",Difficult,Sandbox,Survival,""Online multiplayer"",Tactical,stats,""Steam Workshop"",""Cross-Platform Multiplayer"",Zombies,""Includes level editor"",Post-apocalyptic,""Replay Value"",Realistic}",Everyone 10+
634,Need for Speed Heat,2019-11-07,3.24,73,3,"{""PlayStation 4"",PC,""Xbox One""}","{Racing,Arcade}","{""PlayStation Store"",""Xbox Store"",Steam}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",Atmospheric,Co-op,""Open World"",cooperative,First-Person,""Third Person"",""Online Co-Op"",""Split Screen"",PvP,""Character Customization"",""Sexual Content"",""Online PvP"",""Steam Trading Cards"",Driving,Destruction,""Combat Racing"",""street racing""}",Teen
635,The Uncertain: Episode 1 - The Last Quiet Day,2016-09-21,2.68,,3,"{PC,macOS}","{Adventure,Indie}",{Steam},"{Singleplayer,""Steam Achievements"",Atmospheric,steam-trading-cards,""Great Soundtrack"",""Story Rich"",Sci-fi,""Partial Controller Support"",""Point & Click"",Post-apocalyptic,Futuristic,Cyberpunk,Robots,Episodic,""Hidden Object""}",
636,TERA,2017-01-30,2.85,77,3,"{""Xbox One"",PC,""PlayStation 4""}","{Action,RPG,""Massively Multiplayer""}","{""PlayStation Store"",Steam,""Xbox Store""}","{Singleplayer,Multiplayer,steam-trading-cards,RPG,Co-op,""Open World"",cooperative,""Partial Controller Support"",FPS,""Online Co-Op"",Fantasy,Survival,""Free to Play"",""Online multiplayer"",""Action RPG"",Controller,Anime,PvP,Nudity,""In-App Purchases"",""Character Customization"",Magic,mmo,MMORPG,PvE}",Mature
637,No More Room in Hell,2013-10-30,2.89,,2,"{PC,macOS,Linux}","{Action,Indie}",{Steam},"{""Steam Achievements"",Multiplayer,Atmospheric,Co-op,""Open World"",cooperative,First-Person,""Partial Controller Support"",Horror,FPS,""Online Co-Op"",Survival,""Free to Play"",""Cross-Platform Multiplayer"",Zombies,""Includes level editor"",Post-apocalyptic,""Survival Horror"",""Captions available"",Realistic,VR,""Valve Anti-Cheat enabled"",""Includes Source SDK"",Mod}",
638,EVE Online,2003-05-05,3.38,88,3,"{PC,Linux,macOS}","{Action,RPG,Strategy,""Massively Multiplayer""}",{Steam},"{Multiplayer,Atmospheric,steam-trading-cards,RPG,Co-op,""Open World"",Sci-fi,""Online Co-Op"",Difficult,Sandbox,""Free to Play"",""Online multiplayer"",Tactical,PvP,Space,mmo,MMORPG,PvE,Economy,""Space Sim"",Capitalism}",Teen
639,X-COM: UFO Defense,1993-12-29,3.65,,1,"{PlayStation,""Commodore / Amiga"",PC}",{Strategy},"{Steam,GOG}","{Singleplayer,Atmospheric,Sci-fi,Difficult,Classic,Tactical,Retro,Space,Turn-Based,Isometric,Aliens,""Turn-Based Strategy"",Management,1990's,""Base Building"",""Turn-Based Tactics""}",Everyone 10+
640,Unreal Gold,2000-01-19,3.42,,1,{PC},"{Action,Shooter}","{GOG,Steam}","{Singleplayer,Multiplayer,Atmospheric,""Great Soundtrack"",Co-op,cooperative,First-Person,Sci-fi,Horror,FPS,Classic,""Female Protagonist"",Nudity,Fast-Paced,1990's}",Mature
641,Rayman Origins,2011-11-14,4.13,86,2,"{""Nintendo 3DS"",Wii,PC,macOS,""PlayStation 3"",""PS Vita"",""Xbox One"",iOS,""Xbox 360""}","{Action,Arcade,Family,Platformer}","{""App Store"",""Xbox Store"",""PlayStation Store"",GOG,Steam,""Nintendo Store"",""Xbox 360 Store""}","{Singleplayer,""Full controller support"",""Great Soundtrack"",Co-op,cooperative,2D,Fantasy,Funny,Difficult,Comedy,""Split Screen"",""Local Co-Op"",Controller,""Local Multiplayer"",""controller support"",""Family Friendly"",""Side Scroller"",Colorful,""3D Vision"",""4 Player Local"",Cartoony}",Everyone 10+
642,SpaceChem,2010-12-31,3.09,84,2,"{Android,macOS,PC,Linux}","{Strategy,Simulation,Indie,Puzzle}","{GOG,Steam,itch.io,""Google Play""}","{Singleplayer,""Steam Achievements"",""Steam Cloud"",""Great Soundtrack"",2D,Sci-fi,""Steam Leaderboards"",Difficult,Space,Illuminati,Touch-Friendly,Education,Science,Programming}",
643,Risen,2009-10-01,3.79,77,4,"{""Xbox 360"",PC}","{Action,RPG}","{Steam,GOG,""Xbox 360 Store""}","{Singleplayer,Atmospheric,steam-trading-cards,""Great Soundtrack"",RPG,""Story Rich"",""Open World"",""Third Person"",Fantasy,Difficult,Exploration,Classic,Sandbox,""Action RPG"",""Character Customization"",""Dark Fantasy"",Medieval,Magic,Gothic}",Mature
644,Fallout Tactics: Brotherhood of Steel,2001-02-28,3.37,82,1,{PC},"{RPG,Strategy}","{""Epic Games"",Steam,GOG}","{Singleplayer,Multiplayer,""Steam Cloud"",Atmospheric,RPG,""Story Rich"",""Open World"",Sci-fi,Classic,Tactical,role-playing,Turn-Based,Post-apocalyptic,Isometric,""Turn-Based Strategy"",""Real-Time with Pause"",""Turn-Based Tactics"",CRPG,""Tactical RPG""}",
645,Bulletstorm,2011-02-21,4.08,83,4,"{""PlayStation 3"",""Xbox 360"",""Xbox One"",PC}","{Action,Shooter}","{""PlayStation Store"",""Xbox 360 Store""}","{Multiplayer,FPS,Dark,combat,Epic,fun,destroy,hunt,planet,humor,murder,fly,run}",Mature
646,Loadout,2014-01-09,2.46,72,3,"{""PlayStation 4"",PC}","{Action,Indie}",{Steam},"{""Steam Achievements"",Multiplayer,""Steam Cloud"",steam-trading-cards,Co-op,cooperative,""Third Person"",""Partial Controller Support"",Funny,Gore,Comedy,""Free to Play"",""Third-Person Shooter"",""Character Customization"",Mature,Crafting,Fast-Paced,""Valve Anti-Cheat enabled"",Cartoony,""Arena Shooter"",""Gun Customization""}",Mature
647,Gothic,2001-03-14,4.37,81,1,"{PC,""Nintendo Switch""}","{Action,RPG}","{Steam,GOG}","{Singleplayer,Atmospheric,""Great Soundtrack"",RPG,""Story Rich"",""Open World"",""Third Person"",Fantasy,Difficult,Classic,""Action RPG"",Retro,role-playing,""Choices Matter"",""Dark Fantasy"",Medieval,Magic,Gothic}",Teen
648,This is the Police,2016-07-31,3.88,66,6,"{Android,Linux,macOS,PC,iOS,""Xbox One"",""PlayStation 4"",""Nintendo Switch""}","{Adventure,Strategy,Simulation,Indie}","{""Nintendo Store"",Steam,GOG,""PlayStation Store"",""App Store"",""Xbox Store"",""Google Play"",""Epic Games""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",""Story Rich"",Horror,Comedy,""Choices Matter"",Mature,Memes,Crime,Management,""Visual Novel"",Detective,achievements,Kickstarter,Noir,Political,leaderboards}",Mature
649,Overwatch,2016-05-23,4.14,91,41,"{""Nintendo Switch"",PC,""Xbox One"",""PlayStation 4""}","{Action,Shooter,Casual,""Massively Multiplayer""}","{""Nintendo Store"",""PlayStation Store"",""Xbox Store""}","{Multiplayer,First-Person,Sci-fi,FPS,Funny,PvP,Team-Based,3D,online,hero,""Hero Shooter"",Team}",Teen
650,The Red Solstice,2015-07-08,2.27,74,3,{PC},"{Action,RPG,Strategy,Indie}",{Steam},"{Singleplayer,""Steam Achievements"",Multiplayer,""Steam Cloud"",steam-trading-cards,RPG,Co-op,Sci-fi,Horror,""Online Co-Op"",""Steam Leaderboards"",Survival,""Online multiplayer"",""Action RPG"",Tactical,stats,Space,Zombies,""Captions available"",Isometric,Aliens,RTS,Top-Down,Kickstarter,""Strategy RPG""}",
651,My Friend Pedro,2019-06-18,3.88,76,3,"{""PlayStation 4"",""Xbox One"",iOS,PC,""Nintendo Switch""}","{Action,Shooter,Adventure,Arcade,Indie}","{""Xbox Store"",""PlayStation Store"",Steam,""Nintendo Store"",GOG,""App Store""}","{Singleplayer,2D,""Partial Controller Support"",Gore,Violent}",Mature
652,South Park: The Fractured But Whole,2017-03-30,4.03,80,12,"{""PlayStation 4"",""Xbox One"",PC,""Nintendo Switch""}","{Adventure,RPG}","{""PlayStation Store"",Steam,""Xbox Store"",""Nintendo Store""}","{Singleplayer,""Full controller support"",Atmospheric,""Great Soundtrack"",RPG,""Story Rich"",""Open World"",2D,Horror,Funny,Comedy,role-playing,Nudity,Turn-Based,Mature,Memes,""Dark Humor"",Illuminati,Superhero,Cartoon,Satire}",Mature
653,Tropico 3,2009-10-19,3.33,79,1,"{""Xbox 360"",PC}","{Strategy,Simulation}","{Steam,""Xbox 360 Store""}","{Singleplayer,""Steam Achievements"",Atmospheric,""Great Soundtrack"",Funny,Sandbox,Comedy,Management,Economy,""City Builder"",Satire,""Cold War"",Politics}",
654,Thief Gold,1999-10-28,4,92,1,{PC},"{Action,Simulation}","{Steam,GOG}","{Singleplayer,Atmospheric,""Story Rich"",First-Person,Horror,FPS,Fantasy,Exploration,Classic,Stealth,Dark,Zombies,Moddable,""Dark Fantasy"",Medieval,Steampunk,1990's,""Cult Classic"",""Immersive Sim""}",Mature
665,Snake Pass,2017-03-27,3.24,71,3,"{""Nintendo Switch"",""Xbox One"",PC,""PlayStation 4""}","{Adventure,Simulation,Casual,Indie,Puzzle}","{""Xbox Store"",""PlayStation Store"",Steam,""Nintendo Store"",""Epic Games""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",steam-trading-cards,""Great Soundtrack"",""Steam Leaderboards"",Difficult,""Family Friendly"",Cute,Colorful,Physics,Puzzle-Platformer,""3D Platformer""}",Everyone
655,Hyper Light Drifter,2016-03-29,4.15,84,4,"{""Nintendo Switch"",""Xbox One"",PC,""PlayStation 4"",iOS,macOS,Linux}","{Action,Adventure,RPG,Indie}","{""PlayStation Store"",""Epic Games"",""Nintendo Store"",""Xbox Store"",Steam,GOG,""App Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",Atmospheric,steam-trading-cards,""Great Soundtrack"",RPG,Co-op,2D,Sci-fi,Fantasy,Difficult,Exploration,""Local Co-Op"",""Action RPG"",""Pixel Graphics"",""Local Multiplayer"",""Hack and Slash"",Post-apocalyptic,""controller support"",Colorful,Top-Down,Metroidvania,Kickstarter}",
656,Remnant: From the Ashes,2019-08-19,3.62,76,7,"{PC,""Xbox One"",""PlayStation 4""}","{Action,Adventure,RPG}","{""PlayStation Store"",""Xbox Store"",Steam,""Epic Games""}","{Singleplayer,""Full controller support"",RPG,cooperative,""Online Co-Op"",Gore,Violent,Post-apocalyptic,""Procedural Generation"",Souls-like}",Everyone
657,Race The Sun,2013-08-16,3.14,79,3,"{""Xbox One"",""Wii U"",""PlayStation 3"",""PlayStation 4"",""PS Vita"",PC,Web,macOS,Linux,iOS}","{Action,Racing,Arcade,Indie}","{""PlayStation Store"",Steam,GOG,""Xbox Store"",""Nintendo Store"",""App Store""}","{Singleplayer,""Steam Achievements"",Multiplayer,""Full controller support"",""Steam Cloud"",Atmospheric,steam-trading-cards,""Great Soundtrack"",Co-op,Sci-fi,""Steam Leaderboards"",Difficult,Controller,stats,""Steam Workshop"",""Includes level editor"",""controller support"",Fast-Paced,VR,Kickstarter,""Perma Death"",Minimalist,Flight,Runner}",
658,RUINER,2017-09-25,3.73,78,4,"{""Nintendo Switch"",Linux,macOS,PC,""Xbox One"",""PlayStation 4""}","{Action,Shooter}","{""PlayStation Store"",""Epic Games"",""Nintendo Store"",Steam,""Xbox Store"",GOG}","{""Great Soundtrack"",Isometric,Cyberpunk,""Twin Stick Shooter""}",Mature
659,Call of Duty: Advanced Warfare,2014-11-02,3.46,78,8,"{""PlayStation 4"",""Xbox One"",PC,""PlayStation 3"",""Xbox 360""}","{Action,Shooter}","{""Xbox Store"",Steam,""PlayStation Store""}","{Singleplayer,Multiplayer,Sci-fi,Post-apocalyptic,Conspiracy}",Mature
660,Skullgirls,2012-02-13,3.75,81,5,"{""Xbox 360"",PC,""PlayStation 3""}","{Action,Fighting}","{""App Store"",""Nintendo Store"",""Xbox Store"",Steam,""Xbox 360 Store""}","{Singleplayer,Multiplayer,""Great Soundtrack"",""Female Protagonist"",Anime,Competitive,""Beat 'em up"",Hand-drawn,""2D Fighter""}",Teen
661,Just Cause 4,2018-12-03,3.04,68,5,"{PC,""PlayStation 4"",""Xbox One""}","{Action,Adventure}","{""Epic Games"",""PlayStation Store"",""Xbox Store"",Steam}","{Singleplayer,""Steam Achievements"",""Full controller support"",Atmospheric,steam-trading-cards,""Story Rich"",""Open World"",cooperative,Gore,Sandbox,Violent,Action-Adventure,""Third-Person Shooter"",Physics,""3rd-Person Perspective"",Destruction}",Mature
662,SteamWorld Dig 2,2017-09-20,4.06,88,5,"{""Nintendo Switch"",""PlayStation 4"",""Xbox One"",PC,macOS,Linux,""Nintendo 3DS"",""PS Vita""}","{Action,Adventure,Indie,Platformer}","{Steam,GOG,""PlayStation Store"",""Nintendo Store"",""Xbox Store""}","{Singleplayer,""Steam Achievements"",""Full controller support"",""Steam Cloud"",2D,""Female Protagonist"",Metroidvania,Steampunk,puzzles}",Everyone 10+
